ra,dec,u,g,r,i,z,redshift,class
160.119405,-0.61813005,19.29416,17.971339999999998,17.26079,16.860129999999998,16.56031,0.08692535,GALAXY
160.2275468,-0.433199867,19.48611,17.93822,17.21548,16.828529999999997,16.53911,0.1335348,GALAXY
160.2486687,-0.5799923610000001,19.31804,17.30973,16.17525,15.69015,15.312610000000001,0.1370104,GALAXY
160.3831151,-0.459235231,19.29157,17.3125,16.178620000000002,15.708979999999999,15.31378,0.13737220000000003,GALAXY
160.4339517,-0.608481498,19.38467,18.59734,18.12431,17.74761,17.63823,0.1321922,GALAXY
160.44364240000002,-0.6005497120000001,18.271729999999998,17.0717,16.65145,16.39055,16.27766,0.03641907,GALAXY
160.4534919,-0.6170384170000001,19.10892,17.76311,16.917939999999998,16.47233,16.19134,0.13835060000000002,GALAXY
160.6582067,-0.439603952,17.78707,16.12342,15.489339999999999,15.2674,15.140270000000001,0.000149526,STAR
160.6754542,-0.559791088,17.54073,15.837060000000001,15.15225,14.914979999999998,14.82364,0.000236645,STAR
160.7170039,-0.609533502,18.44119,17.54684,17.27727,17.1878,17.20361,-0.00011420299999999999,STAR
160.7303546,-0.521740212,19.13281,17.80045,17.2643,17.07242,16.98861,0.000186468,STAR
160.81210769999998,-0.520466085,19.42387,18.24594,18.319329999999997,18.40867,18.526139999999998,0.000830783,STAR
160.81663740000002,-0.557673714,17.95812,16.9013,16.52805,16.39926,16.37399,-7.659999999999999e-05,STAR
160.8202892,-0.52224098,16.344,14.854870000000002,14.29812,14.12055,14.08315,-4.79e-05,STAR
160.7014882,-0.445422709,19.34314,18.12056,17.55584,17.19446,16.9961,0.08592108,GALAXY
160.8486802,-0.627079872,17.73398,16.84657,16.57527,16.48237,16.4738,0.000700168,STAR
160.93823999999998,-0.42324661799999996,17.37104,15.784870000000002,14.989820000000002,14.586739999999999,14.25872,0.03910941,GALAXY
160.936366,-0.42133441299999996,19.51073,18.058510000000002,17.59638,17.33996,17.29404,0.03917867,GALAXY
160.8619387,-0.42273498600000003,19.44424,18.23033,17.64066,17.2346,17.04825,0.1273446,GALAXY
160.87883200000002,-0.584109529,19.11186,17.90859,17.40774,17.19731,17.05761,0.0190457,GALAXY
160.99134530000003,-0.507477148,18.6673,16.70426,15.81967,15.403129999999999,15.06115,0.05955937,GALAXY
160.9953137,-0.478531394,19.045170000000002,17.876620000000003,17.49664,17.372870000000002,17.33316,6.1e-05,STAR
160.9977374,-0.468998759,17.944589999999998,16.51015,15.8354,15.40969,15.102520000000002,0.06012432,GALAXY
161.0084679,-0.57896477,17.3725,16.25937,15.887270000000001,15.75644,15.71021,-0.000187248,STAR
161.0623439,-0.494714915,16.453789999999998,15.029620000000001,14.56318,14.40143,14.359000000000002,-4.96e-05,STAR
161.09002990000002,-0.612438382,19.269270000000002,18.24939,17.96535,17.83665,17.80351,0.000899142,STAR
161.094801,-0.452049786,17.8271,16.23793,15.67866,15.494270000000002,15.41664,-7.840000000000001e-05,STAR
161.115243,-0.575633407,17.88776,16.52607,16.03367,15.850570000000001,15.805179999999998,0.000107983,STAR
160.9911005,-0.561372535,19.58396,17.64963,16.730629999999998,16.29203,15.947020000000002,0.06164807,GALAXY
160.9981591,-0.588311672,18.1781,16.135679999999997,15.287529999999999,14.898270000000002,14.564789999999999,0.06063098,GALAXY
160.99676499999998,-0.5882448920000001,18.38625,16.39808,15.40492,14.880120000000002,14.50048,0.06067357,GALAXY
161.0643247,-0.484587014,18.77188,17.15955,16.35564,15.94145,15.65799,0.0603932,GALAXY
161.13352880000002,-0.569857253,16.63374,15.54072,15.187439999999999,15.06259,15.03905,0.00045009900000000003,STAR
161.18058440000001,-0.456397413,17.14849,15.83151,15.357529999999999,15.188870000000001,15.12737,0.000161562,STAR
161.2107488,-0.43337388600000004,16.23113,15.20485,14.954429999999999,14.8674,14.863010000000001,-0.00011174299999999999,STAR
161.2265355,-0.470463619,18.56268,17.14623,16.5559,16.29699,16.157,0.0006572489999999999,STAR
161.255471,-0.531927477,17.47383,16.418029999999998,16.07634,15.96205,15.902470000000001,-0.000287019,STAR
161.1426397,-0.43457405299999996,19.38031,18.076520000000002,17.34212,16.863410000000002,16.50079,0.08483262,GALAXY
161.1642017,-0.434453905,19.056160000000002,17.70945,16.99192,16.540760000000002,16.266189999999998,0.08539017,GALAXY
161.17368169999997,-0.503545461,18.95158,17.47266,16.70008,16.29777,15.990120000000001,0.11612650000000001,GALAXY
161.0737895,-0.89274034,19.11236,17.92701,17.423470000000002,17.0868,16.83476,0.03869415,GALAXY
161.02447180000001,-0.962380281,18.867520000000003,17.33773,16.806829999999998,16.55789,16.389960000000002,0.02655639,GALAXY
161.1941229,-1.023623943,18.95785,18.08318,17.781779999999998,17.65689,17.61821,0.00088935,STAR
161.238814,-0.840751357,17.80041,16.46003,15.90095,15.669629999999998,15.537720000000002,0.00038642300000000005,STAR
161.2480303,-0.9581667890000001,18.76266,17.25724,16.685129999999997,16.47563,16.38993,0.00018398,STAR
161.2734198,-0.9966689009999999,16.82701,15.300220000000001,14.730889999999999,14.5436,14.44859,3.98e-05,STAR
